h,demand,cf_wind,cf_solar,cf_gas
h2793,18824.7,0.444,0.287,1.0
h2794,18833.9,0.524,0.423,1.0
h2795,19792.1,0.584,0.613,1.0
h2796,19183.3,0.429,0.606,1.0
h2797,20162.5,0.476,0.618,1.0
h2798,17922.9,0.523,0.611,1.0
h2799,18538.8,0.451,0.542,1.0
h2800,18403.2,0.523,0.497,1.0
h2801,17549.4,0.531,0.288,1.0
h2802,18750.8,0.573,0.2,1.0
h2803,16077.4,0.438,0.004,1.0
h2804,14255.4,0.411,0.036,1.0
h2805,14352.0,0.461,0.047,1.0
h2806,12527.3,0.409,0.003,1.0
h2807,13585.3,0.531,0.0,1.0
h2808,12885.7,0.393,0.002,1.0
h2809,14393.1,0.672,0.0,1.0
h2810,13528.0,0.589,0.0,1.0
h2811,14357.5,0.487,0.047,1.0
h2812,14568.5,0.555,0.007,1.0
h2813,17193.9,0.355,0.0,1.0
h2814,16321.5,0.687,0.0,1.0
h2815,18817.0,0.438,0.0,1.0
h2816,18718.9,0.476,0.187,1.0
h2817,19065.2,0.337,0.297,1.0
h2818,19440.3,0.524,0.433,1.0
h2819,19748.6,0.397,0.561,1.0
h2820,17983.0,0.493,0.594,1.0
h2821,19191.3,0.442,0.647,1.0
h2822,19785.7,0.399,0.612,1.0
h2823,18593.4,0.421,0.543,1.0
h2824,16892.5,0.503,0.398,1.0
h2825,17263.2,0.383,0.29,1.0
h2826,17911.0,0.425,0.181,1.0
h2827,16795.1,0.538,0.0,1.0
h2828,15057.7,0.693,0.036,1.0
h2829,15286.8,0.523,0.07,1.0
h2830,13800.8,0.412,0.02,1.0
h2831,12480.7,0.455,0.045,1.0
h2832,13054.5,0.487,0.022,1.0
h2833,15200.8,0.457,0.0,1.0
h2834,14085.4,0.557,0.006,1.0
h2835,14639.8,0.502,0.06,1.0
h2836,15267.0,0.557,0.0,1.0
h2837,17801.6,0.459,0.0,1.0
h2838,18399.8,0.591,0.0,1.0
h2839,19690.8,0.471,0.0,1.0
h2840,18548.6,0.407,0.132,1.0
h2841,19566.9,0.659,0.363,1.0
h2842,18624.6,0.338,0.448,1.0
h2843,21348.4,0.425,0.57,1.0
h2844,19363.9,0.434,0.594,1.0
h2845,20399.4,0.685,0.59,1.0
h2846,19080.8,0.629,0.563,1.0
h2847,19046.8,0.604,0.513,1.0
h2848,18267.2,0.458,0.451,1.0
h2849,17773.0,0.678,0.327,1.0
h2850,17103.0,0.513,0.179,1.0
h2851,16376.6,0.562,0.0,1.0
h2852,16821.2,0.498,0.0,1.0
h2853,14717.2,0.48,0.0,1.0
h2854,15372.6,0.464,0.012,1.0
h2855,15945.4,0.467,0.014,1.0
h2856,14534.4,0.532,0.0,1.0
h2857,14548.9,0.513,0.029,1.0
h2858,15313.2,0.481,0.07,1.0
h2859,16990.0,0.604,0.025,1.0
h2860,16890.8,0.246,0.0,1.0
h2861,17097.2,0.524,0.0,1.0
h2862,18743.4,0.541,0.0,1.0
h2863,18302.9,0.575,0.0,1.0
h2864,20499.9,0.478,0.168,1.0
h2865,20944.4,0.5,0.275,1.0
h2866,20885.1,0.562,0.38,1.0
h2867,20794.0,0.602,0.542,1.0
h2868,20889.5,0.459,0.597,1.0
h2869,21955.5,0.504,0.6,1.0
h2870,22242.6,0.617,0.557,1.0
h2871,20306.0,0.313,0.543,1.0
h2872,20597.2,0.428,0.406,1.0
h2873,17876.8,0.6,0.304,1.0
h2874,18345.6,0.57,0.212,1.0
h2875,18059.4,0.524,0.02,1.0
h2876,16684.1,0.447,0.0,1.0
h2877,16095.7,0.412,0.0,1.0
h2878,15890.5,0.435,0.005,1.0
h2879,16416.5,0.606,0.0,1.0
h2880,15988.1,0.432,0.0,1.0
h2881,14505.4,0.491,0.016,1.0
h2882,14951.8,0.422,0.01,1.0
h2883,16688.0,0.55,0.014,1.0
h2884,18203.8,0.439,0.008,1.0
h2885,16399.6,0.474,0.0,1.0
h2886,19003.8,0.347,0.0,1.0
h2887,19781.4,0.353,0.015,1.0
h2888,22052.1,0.483,0.204,1.0
h2889,21263.7,0.376,0.291,1.0
h2890,22358.1,0.65,0.402,1.0
h2891,22463.2,0.317,0.495,1.0
h2892,20743.4,0.418,0.564,1.0
h2893,22953.7,0.483,0.616,1.0
h2894,22204.7,0.453,0.525,1.0
h2895,21955.7,0.393,0.541,1.0
h2896,24064.0,0.405,0.45,1.0
h2897,18529.9,0.402,0.251,1.0
h2898,20801.3,0.459,0.128,1.0
h2899,18419.1,0.638,0.002,1.0
h2900,18162.3,0.488,0.0,1.0
h2901,17284.0,0.576,0.016,1.0
h2902,16515.3,0.522,0.0,1.0
h2903,16110.5,0.57,0.038,1.0
h2904,16738.5,0.257,0.0,1.0
h2905,15371.9,0.457,0.0,1.0
h2906,17490.9,0.586,0.0,1.0
h2907,17034.5,0.435,0.022,1.0
h2908,17079.3,0.622,0.001,1.0
h2909,18334.9,0.6,0.019,1.0
h2910,20458.0,0.443,0.018,1.0
h2911,19774.2,0.441,0.0,1.0
h2912,21179.5,0.4,0.122,1.0
h2913,20889.6,0.43,0.272,1.0
h2914,22512.3,0.382,0.403,1.0
h2915,22704.6,0.515,0.51,1.0
h2916,23684.8,0.364,0.613,1.0
h2917,21909.1,0.529,0.639,1.0
h2918,22230.4,0.531,0.574,1.0
h2919,21243.9,0.348,0.515,1.0
h2920,21529.8,0.604,0.405,1.0
h2921,19146.6,0.521,0.304,1.0
h2922,19497.0,0.54,0.162,1.0
h2923,17928.5,0.42,0.024,1.0
h2924,17272.8,0.53,0.024,1.0
h2925,16743.0,0.57,0.0,1.0
h2926,16363.9,0.472,0.0,1.0
h2927,15740.2,0.64,0.042,1.0
h2928,15873.7,0.483,0.0,1.0
h2929,17036.5,0.571,0.034,1.0
h2930,16829.7,0.503,0.0,1.0
h2931,17177.5,0.527,0.005,1.0
h2932,16698.5,0.346,0.0,1.0
h2933,17029.3,0.509,0.0,1.0
h2934,19229.9,0.421,0.022,1.0
h2935,19885.6,0.412,0.026,1.0
h2936,21023.6,0.619,0.156,1.0
h2937,19915.7,0.462,0.262,1.0
h2938,20620.2,0.399,0.424,1.0
h2939,19717.4,0.451,0.555,1.0
h2940,20741.1,0.375,0.629,1.0
h2941,21674.0,0.594,0.587,1.0
h2942,20129.2,0.424,0.526,1.0
h2943,20466.2,0.521,0.541,1.0
h2944,19112.1,0.588,0.413,1.0
h2945,18737.1,0.439,0.326,1.0
h2946,16725.6,0.522,0.162,1.0
h2947,16883.4,0.397,0.0,1.0
h2948,13652.3,0.675,0.002,1.0
h2949,15233.0,0.554,0.039,1.0
h2950,13564.3,0.463,0.0,1.0
h2951,15499.9,0.417,0.0,1.0
h2952,15023.1,0.47,0.0,1.0
h2953,14845.7,0.451,0.0,1.0
h2954,15957.4,0.635,0.0,1.0
h2955,14425.0,0.38,0.025,1.0
h2956,17167.4,0.489,0.0,1.0
h2957,17199.4,0.477,0.047,1.0
h2958,16997.5,0.469,0.0,1.0
h2959,18824.2,0.47,0.07,1.0
h2960,17703.1,0.469,0.205,1.0
h2961,18495.5,0.548,0.3,1.0
h2962,19088.4,0.527,0.368,1.0
h2963,19394.1,0.512,0.51,1.0
h2964,19016.8,0.235,0.558,1.0
h2965,20682.5,0.502,0.551,1.0
h2966,19144.5,0.345,0.578,1.0
h2967,19108.5,0.53,0.485,1.0
h2968,17706.1,0.596,0.395,1.0
h2969,15945.9,0.404,0.288,1.0
h2970,16812.4,0.457,0.135,1.0
h2971,14267.8,0.43,0.062,1.0
h2972,15003.7,0.576,0.0,1.0
h2973,13333.7,0.485,0.013,1.0
h2974,15538.1,0.616,0.004,1.0
h2975,14378.9,0.51,0.011,1.0
h2976,13636.7,0.497,0.013,1.0
h2977,14671.8,0.483,0.026,1.0
h2978,13290.6,0.543,0.008,1.0
h2979,14885.7,0.338,0.007,1.0
h2980,15236.8,0.484,0.002,1.0
h2981,16014.0,0.471,0.0,1.0
h2982,17596.4,0.535,0.0,1.0
h2983,17937.0,0.462,0.0,1.0
h2984,18298.6,0.394,0.158,1.0
h2985,17355.6,0.477,0.304,1.0
h2986,18377.3,0.39,0.418,1.0
h2987,19335.4,0.323,0.498,1.0
h2988,19599.8,0.535,0.562,1.0
h2989,18510.2,0.523,0.566,1.0
h2990,21039.0,0.514,0.572,1.0
h2991,19845.6,0.581,0.498,1.0
h2992,18498.3,0.423,0.417,1.0
h2993,17362.7,0.362,0.321,1.0
h2994,16378.0,0.471,0.129,1.0
h2995,15036.0,0.448,0.018,1.0
h2996,15169.3,0.409,0.001,1.0
h2997,14731.8,0.47,0.061,1.0
h2998,13100.6,0.427,0.0,1.0
h2999,14111.1,0.329,0.021,1.0
h3000,13669.9,0.441,0.0,1.0
h3001,12424.2,0.385,0.0,1.0
h3002,13616.2,0.494,0.0,1.0
h3003,14503.7,0.423,0.026,1.0
h3004,17017.0,0.565,0.0,1.0
h3005,16723.6,0.604,0.0,1.0
h3006,16030.6,0.53,0.0,1.0
h3007,18304.6,0.351,0.0,1.0
h3008,17438.0,0.596,0.153,1.0
h3009,20196.5,0.601,0.335,1.0
h3010,19461.0,0.477,0.431,1.0
h3011,20091.9,0.581,0.545,1.0
h3012,21358.7,0.431,0.54,1.0
h3013,19196.2,0.326,0.572,1.0
h3014,18841.0,0.414,0.525,1.0
h3015,19051.0,0.613,0.478,1.0
h3016,19767.7,0.356,0.379,1.0
h3017,17043.8,0.475,0.248,1.0
h3018,15268.6,0.478,0.19,1.0
h3019,16454.3,0.434,0.0,1.0
h3020,16596.0,0.439,0.041,1.0
h3021,16561.3,0.48,0.037,1.0
h3022,14825.6,0.43,0.015,1.0
h3023,14641.9,0.361,0.0,1.0
h3024,15868.0,0.492,0.0,1.0
h3025,13627.4,0.56,0.0,1.0
h3026,15186.8,0.544,0.019,1.0
h3027,16198.6,0.41,0.0,1.0
h3028,17094.9,0.374,0.0,1.0
h3029,17114.3,0.451,0.034,1.0
h3030,18383.8,0.6,0.051,1.0
h3031,17194.1,0.526,0.0,1.0
h3032,19428.2,0.53,0.151,1.0
h3033,20980.3,0.545,0.24,1.0
h3034,20345.5,0.508,0.391,1.0
h3035,21512.1,0.483,0.509,1.0
h3036,21956.3,0.527,0.561,1.0
h3037,21253.6,0.43,0.554,1.0
h3038,21395.8,0.361,0.541,1.0
h3039,20045.7,0.531,0.479,1.0
h3040,20065.2,0.573,0.393,1.0
h3041,20034.6,0.384,0.297,1.0
h3042,18938.9,0.539,0.088,1.0
h3043,17615.0,0.608,0.0,1.0
h3044,17591.3,0.473,0.01,1.0
h3045,17416.6,0.408,0.0,1.0
h3046,14784.8,0.483,0.0,1.0
h3047,17110.0,0.429,0.0,1.0
h3048,15869.0,0.424,0.0,1.0
h3049,16636.4,0.508,0.0,1.0
h3050,17606.2,0.345,0.004,1.0
h3051,16076.2,0.357,0.0,1.0
h3052,17270.1,0.474,0.02,1.0
h3053,18366.8,0.471,0.0,1.0
h3054,18776.6,0.5,0.058,1.0
h3055,21590.4,0.623,0.0,1.0
h3056,20256.0,0.481,0.12,1.0
h3057,21127.2,0.52,0.276,1.0
h3058,22215.3,0.394,0.411,1.0
h3059,21388.5,0.534,0.429,1.0
h3060,22131.3,0.43,0.519,1.0
h3061,22593.1,0.478,0.58,1.0
h3062,21766.1,0.463,0.514,1.0
h3063,21474.4,0.555,0.528,1.0
h3064,20499.5,0.367,0.383,1.0
h3065,18985.6,0.289,0.254,1.0
h3066,19678.8,0.455,0.163,1.0
h3067,20053.0,0.509,0.048,1.0
h3068,17947.1,0.484,0.012,1.0
h3069,17500.7,0.57,0.038,1.0
h3070,17408.8,0.507,0.05,1.0
h3071,15550.9,0.427,0.0,1.0
h3072,17836.9,0.286,0.028,1.0
h3073,16747.5,0.453,0.0,1.0
h3074,18195.9,0.554,0.013,1.0
h3075,16781.1,0.44,0.0,1.0
h3076,19437.8,0.474,0.037,1.0
h3077,19315.0,0.505,0.035,1.0
h3078,19894.7,0.39,0.017,1.0
h3079,20389.7,0.521,0.009,1.0
h3080,20693.9,0.602,0.159,1.0
h3081,22434.8,0.457,0.28,1.0
h3082,22018.3,0.381,0.392,1.0
h3083,20582.6,0.466,0.525,1.0
h3084,21312.1,0.293,0.584,1.0
h3085,21900.8,0.498,0.551,1.0
h3086,21943.5,0.507,0.543,1.0
h3087,21120.2,0.605,0.483,1.0
h3088,21468.3,0.455,0.344,1.0
h3089,18160.8,0.503,0.267,1.0
h3090,19015.9,0.402,0.191,1.0
h3091,16629.9,0.442,0.0,1.0
h3092,17931.9,0.348,0.063,1.0
h3093,16594.1,0.455,0.035,1.0
h3094,16497.8,0.446,0.012,1.0
h3095,15142.0,0.494,0.017,1.0
h3096,16725.5,0.42,0.0,1.0
h3097,16607.4,0.477,0.0,1.0
h3098,16508.2,0.443,0.043,1.0
h3099,16378.5,0.443,0.0,1.0
h3100,17526.9,0.476,0.032,1.0
h3101,17175.2,0.473,0.0,1.0
h3102,19150.1,0.531,0.0,1.0
h3103,20504.4,0.46,0.057,1.0
h3104,20701.9,0.442,0.142,1.0
h3105,19815.2,0.455,0.259,1.0
h3106,21093.0,0.412,0.429,1.0
h3107,19994.4,0.441,0.513,1.0
h3108,21513.0,0.632,0.558,1.0
h3109,21237.3,0.396,0.532,1.0
h3110,19006.6,0.447,0.521,1.0
h3111,19024.3,0.438,0.484,1.0
h3112,19038.0,0.449,0.408,1.0
h3113,18237.2,0.442,0.258,1.0
h3114,16676.1,0.491,0.147,1.0
h3115,17126.4,0.332,0.008,1.0
h3116,16246.4,0.552,0.039,1.0
h3117,15227.1,0.519,0.023,1.0
h3118,14264.0,0.369,0.0,1.0
h3119,15374.1,0.287,0.0,1.0
h3120,15725.5,0.39,0.0,1.0
h3121,14085.6,0.449,0.017,1.0
h3122,14250.9,0.675,0.028,1.0
h3123,15577.1,0.512,0.003,1.0
h3124,15483.1,0.324,0.0,1.0
h3125,16342.1,0.413,0.002,1.0
h3126,17778.4,0.464,0.006,1.0
h3127,16388.3,0.488,0.0,1.0
h3128,19642.8,0.363,0.104,1.0
h3129,19213.2,0.457,0.21,1.0
h3130,19246.1,0.41,0.422,1.0
h3131,19745.9,0.379,0.485,1.0
h3132,19832.0,0.488,0.535,1.0
h3133,18319.1,0.53,0.58,1.0
h3134,20547.6,0.535,0.485,1.0
h3135,18859.6,0.513,0.417,1.0
h3136,18516.8,0.428,0.394,1.0
h3137,18163.6,0.525,0.279,1.0
h3138,15779.5,0.492,0.088,1.0
h3139,16176.3,0.478,0.011,1.0
h3140,14844.5,0.418,0.0,1.0
h3141,15105.7,0.427,0.0,1.0
h3142,12246.5,0.473,0.0,1.0
h3143,13570.5,0.662,0.0,1.0
h3144,13069.9,0.491,0.0,1.0
h3145,14006.6,0.418,0.0,1.0
h3146,14343.7,0.4,0.017,1.0
h3147,13884.8,0.427,0.0,1.0
h3148,14507.2,0.641,0.019,1.0
h3149,15714.3,0.435,0.0,1.0
h3150,15861.2,0.539,0.0,1.0
h3151,18024.6,0.436,0.017,1.0
h3152,17772.2,0.487,0.13,1.0
h3153,16354.0,0.53,0.293,1.0
h3154,18845.5,0.42,0.325,1.0
h3155,18602.8,0.415,0.486,1.0
h3156,18220.1,0.599,0.498,1.0
h3157,18424.4,0.545,0.513,1.0
h3158,19197.1,0.529,0.546,1.0
h3159,19695.4,0.529,0.498,1.0
h3160,18267.2,0.503,0.409,1.0
h3161,16819.9,0.627,0.328,1.0
h3162,16912.5,0.469,0.176,1.0
h3163,15430.3,0.512,0.0,1.0
h3164,14551.6,0.349,0.004,1.0
h3165,13602.1,0.399,0.0,1.0
h3166,12692.5,0.369,0.061,1.0
h3167,13531.9,0.567,0.033,1.0
h3168,13920.5,0.261,0.0,1.0
h3169,13873.2,0.433,0.026,1.0
h3170,13971.8,0.226,0.0,1.0
h3171,14078.0,0.399,0.008,1.0
h3172,15993.5,0.426,0.0,1.0
h3173,15224.6,0.576,0.0,1.0
h3174,17719.8,0.497,0.024,1.0
h3175,17114.0,0.398,0.027,1.0
h3176,18073.9,0.55,0.151,1.0
h3177,18157.0,0.466,0.259,1.0
h3178,19436.8,0.468,0.336,1.0
h3179,20947.1,0.368,0.423,1.0
h3180,20710.6,0.385,0.481,1.0
h3181,21008.7,0.398,0.521,1.0
h3182,20376.4,0.468,0.542,1.0
h3183,18634.9,0.47,0.489,1.0
h3184,18672.4,0.588,0.324,1.0
h3185,17635.1,0.495,0.243,1.0
h3186,18598.8,0.247,0.115,1.0
h3187,15857.8,0.485,0.0,1.0
h3188,16869.5,0.348,0.017,1.0
h3189,16315.4,0.387,0.0,1.0
h3190,16659.8,0.399,0.0,1.0
h3191,14643.3,0.411,0.04,1.0
h3192,15514.8,0.354,0.003,1.0
h3193,16948.5,0.48,0.0,1.0
h3194,15003.5,0.351,0.017,1.0
h3195,14818.2,0.492,0.032,1.0
h3196,15231.5,0.642,0.009,1.0
h3197,18092.3,0.357,0.021,1.0
h3198,16849.8,0.44,0.0,1.0
h3199,18886.9,0.261,0.0,1.0
h3200,20304.6,0.439,0.139,1.0
h3201,20765.6,0.514,0.239,1.0
h3202,21471.7,0.521,0.352,1.0
h3203,21642.7,0.469,0.493,1.0
h3204,22621.9,0.534,0.564,1.0
h3205,20765.7,0.666,0.569,1.0
h3206,20717.8,0.6,0.464,1.0
h3207,20197.7,0.421,0.409,1.0
h3208,20894.6,0.346,0.332,1.0
h3209,20266.7,0.43,0.264,1.0
h3210,19174.3,0.387,0.05,1.0
h3211,19031.0,0.498,0.0,1.0
h3212,16469.4,0.368,0.042,1.0
h3213,18178.7,0.456,0.029,1.0
h3214,17643.3,0.529,0.0,1.0
h3215,16771.2,0.454,0.0,1.0
h3216,17563.4,0.386,0.017,1.0
h3217,14970.7,0.556,0.028,1.0
h3218,16228.8,0.311,0.0,1.0
h3219,16585.3,0.435,0.0,1.0
h3220,18414.8,0.458,0.0,1.0
h3221,17757.5,0.463,0.0,1.0
h3222,20009.6,0.476,0.0,1.0
h3223,21298.9,0.51,0.0,1.0
h3224,21497.6,0.458,0.096,1.0
h3225,21798.7,0.432,0.277,1.0
h3226,21261.5,0.429,0.379,1.0
h3227,21672.7,0.412,0.467,1.0
h3228,23447.6,0.524,0.475,1.0
h3229,22962.6,0.409,0.455,1.0
h3230,22001.1,0.529,0.511,1.0
h3231,21214.8,0.462,0.425,1.0
h3232,19302.4,0.419,0.337,1.0
h3233,19340.5,0.51,0.219,1.0
h3234,20950.7,0.402,0.125,1.0
h3235,17624.6,0.512,0.047,1.0
h3236,18084.0,0.477,0.0,1.0
h3237,18126.4,0.413,0.0,1.0
h3238,15850.7,0.503,0.02,1.0
h3239,16714.2,0.504,0.005,1.0
h3240,17225.2,0.553,0.0,1.0
h3241,16595.6,0.537,0.02,1.0
h3242,19185.1,0.499,0.064,1.0
h3243,16032.6,0.37,0.0,1.0
h3244,18830.4,0.656,0.0,1.0
h3245,18556.7,0.348,0.0,1.0
h3246,20069.8,0.536,0.0,1.0
h3247,20555.5,0.494,0.03,1.0
h3248,20306.2,0.366,0.135,1.0
h3249,21657.6,0.45,0.296,1.0
h3250,20419.7,0.453,0.385,1.0
h3251,22638.8,0.564,0.492,1.0
h3252,22444.4,0.402,0.526,1.0
h3253,22560.4,0.438,0.496,1.0
h3254,22541.9,0.272,0.493,1.0
h3255,21459.5,0.598,0.414,1.0
h3256,20611.6,0.373,0.352,1.0
h3257,19016.8,0.485,0.255,1.0
h3258,18331.2,0.451,0.129,1.0
h3259,19033.6,0.451,0.04,1.0
h3260,18473.2,0.523,0.0,1.0
h3261,16479.1,0.592,0.0,1.0
h3262,16198.9,0.479,0.0,1.0
h3263,15109.5,0.511,0.02,1.0
h3264,16640.1,0.485,0.0,1.0
h3265,16306.4,0.54,0.0,1.0
h3266,17594.3,0.421,0.04,1.0
h3267,15779.5,0.544,0.009,1.0
h3268,16760.6,0.547,0.0,1.0
h3269,17925.9,0.545,0.0,1.0
h3270,18982.8,0.405,0.0,1.0
h3271,19012.2,0.444,0.0,1.0
h3272,19147.1,0.477,0.124,1.0
h3273,21104.1,0.348,0.259,1.0
h3274,21380.8,0.585,0.384,1.0
h3275,20295.9,0.457,0.438,1.0
h3276,22139.4,0.48,0.525,1.0
h3277,21812.9,0.411,0.55,1.0
h3278,20609.8,0.351,0.508,1.0
h3279,20017.4,0.409,0.471,1.0
h3280,19707.7,0.475,0.324,1.0
h3281,17788.5,0.511,0.216,1.0
h3282,17667.7,0.47,0.145,1.0
h3283,15093.3,0.485,0.0,1.0
h3284,16746.4,0.43,0.0,1.0
h3285,14133.3,0.497,0.023,1.0
h3286,16071.4,0.575,0.042,1.0
h3287,14271.0,0.513,0.0,1.0
h3288,14231.8,0.521,0.0,1.0
h3289,13970.2,0.48,0.01,1.0
h3290,14510.2,0.336,0.0,1.0
h3291,16319.0,0.373,0.0,1.0
h3292,13779.3,0.493,0.0,1.0
h3293,17475.2,0.455,0.0,1.0
h3294,17457.1,0.491,0.003,1.0
h3295,16950.1,0.59,0.0,1.0
h3296,17727.9,0.514,0.107,1.0
h3297,20496.2,0.557,0.226,1.0
h3298,18818.9,0.463,0.302,1.0
h3299,18894.6,0.391,0.439,1.0
h3300,20771.9,0.451,0.505,1.0
h3301,19974.9,0.391,0.519,1.0
h3302,18601.3,0.58,0.47,1.0
h3303,18999.8,0.519,0.404,1.0
h3304,17341.8,0.497,0.372,1.0
h3305,18283.0,0.554,0.266,1.0
h3306,17445.5,0.294,0.134,1.0
h3307,16223.2,0.502,0.052,1.0
h3308,15347.9,0.35,0.0,1.0
h3309,15837.3,0.454,0.0,1.0
h3310,13948.0,0.43,0.0,1.0
h3311,12704.3,0.508,0.0,1.0
h3312,13911.7,0.473,0.02,1.0
h3313,15329.7,0.562,0.0,1.0
h3314,13155.8,0.406,0.015,1.0
h3315,14161.7,0.511,0.055,1.0
h3316,15410.1,0.467,0.0,1.0
h3317,15759.7,0.324,0.0,1.0
h3318,15792.6,0.381,0.014,1.0
h3319,18248.5,0.442,0.005,1.0
h3320,19923.6,0.543,0.105,1.0
h3321,18836.5,0.491,0.257,1.0
h3322,18422.1,0.361,0.369,1.0
h3323,18194.4,0.443,0.395,1.0
h3324,19731.5,0.615,0.463,1.0
h3325,20297.5,0.463,0.533,1.0
h3326,19489.7,0.428,0.45,1.0
h3327,18630.6,0.493,0.424,1.0
h3328,17545.2,0.515,0.266,1.0
h3329,16431.4,0.417,0.199,1.0
h3330,17215.5,0.494,0.131,1.0
h3331,16528.6,0.427,0.037,1.0
h3332,13870.7,0.511,0.0,1.0
h3333,15797.5,0.467,0.002,1.0
h3334,14553.2,0.492,0.0,1.0
h3335,14963.5,0.392,0.029,1.0
h3336,12720.4,0.387,0.0,1.0
h3337,12857.8,0.528,0.013,1.0
h3338,14185.4,0.446,0.0,1.0
h3339,15236.8,0.475,0.007,1.0
h3340,16944.0,0.428,0.002,1.0
h3341,16843.2,0.524,0.0,1.0
h3342,16904.9,0.404,0.014,1.0
h3343,17094.7,0.442,0.001,1.0
h3344,19659.8,0.515,0.121,1.0
h3345,18558.6,0.546,0.231,1.0
h3346,21140.7,0.41,0.343,1.0
h3347,19939.3,0.609,0.424,1.0
h3348,21570.6,0.477,0.436,1.0
h3349,20769.1,0.368,0.471,1.0
h3350,19849.1,0.481,0.433,1.0
h3351,19102.3,0.421,0.415,1.0
h3352,18664.3,0.486,0.322,1.0
h3353,18601.9,0.448,0.263,1.0
h3354,17596.1,0.457,0.144,1.0
h3355,16340.2,0.378,0.0,1.0
h3356,16022.1,0.531,0.0,1.0
h3357,15663.9,0.359,0.019,1.0
h3358,13493.1,0.362,0.0,1.0
h3359,15337.6,0.48,0.0,1.0
h3360,14161.1,0.579,0.0,1.0
h3361,14200.6,0.423,0.026,1.0
h3362,14147.7,0.507,0.027,1.0
h3363,14611.1,0.537,0.0,1.0
h3364,15651.1,0.516,0.023,1.0
h3365,16954.9,0.426,0.0,1.0
h3366,19918.9,0.363,0.04,1.0
h3367,18764.1,0.274,0.0,1.0
h3368,20097.0,0.429,0.128,1.0
h3369,20937.9,0.545,0.228,1.0
h3370,21236.2,0.36,0.378,1.0
h3371,21402.9,0.506,0.38,1.0
h3372,20642.6,0.374,0.503,1.0
h3373,22688.3,0.458,0.487,1.0
h3374,22705.2,0.507,0.477,1.0
h3375,19469.7,0.397,0.401,1.0
h3376,19411.3,0.463,0.296,1.0
h3377,19322.5,0.416,0.265,1.0
h3378,18041.7,0.506,0.132,1.0
h3379,18489.0,0.468,0.041,1.0
h3380,16829.3,0.454,0.0,1.0
h3381,18576.9,0.574,0.0,1.0
h3382,17377.2,0.502,0.042,1.0
h3383,16352.8,0.394,0.057,1.0
h3384,16959.5,0.442,0.0,1.0
h3385,17180.7,0.443,0.0,1.0
h3386,16197.2,0.455,0.024,1.0
h3387,16520.5,0.651,0.0,1.0
h3388,17900.2,0.478,0.018,1.0
h3389,19286.9,0.286,0.0,1.0
h3390,19514.8,0.405,0.047,1.0
h3391,18940.8,0.294,0.0,1.0
h3392,20299.1,0.422,0.136,1.0
h3393,21512.5,0.289,0.22,1.0
h3394,21991.2,0.379,0.323,1.0
h3395,23928.2,0.327,0.394,1.0
h3396,21339.1,0.479,0.475,1.0
h3397,22743.6,0.448,0.496,1.0
h3398,23223.6,0.472,0.469,1.0
h3399,23366.3,0.44,0.402,1.0
h3400,20599.5,0.336,0.335,1.0
h3401,20590.4,0.489,0.261,1.0
h3402,19877.3,0.601,0.149,1.0
h3403,18805.4,0.48,0.0,1.0
h3404,17853.3,0.413,0.0,1.0
h3405,17669.2,0.333,0.0,1.0
h3406,14828.8,0.375,0.02,1.0
h3407,17112.1,0.483,0.0,1.0
h3408,16575.8,0.533,0.022,1.0
h3409,16407.6,0.468,0.0,1.0
h3410,18527.9,0.511,0.008,1.0
h3411,16827.5,0.504,0.027,1.0
h3412,17660.9,0.487,0.0,1.0
h3413,20288.1,0.394,0.075,1.0
h3414,18786.6,0.461,0.036,1.0
h3415,19762.3,0.379,0.0,1.0
h3416,20775.1,0.448,0.095,1.0
h3417,22147.0,0.473,0.226,1.0
h3418,22072.3,0.581,0.33,1.0
h3419,21122.1,0.341,0.414,1.0
h3420,21780.2,0.485,0.492,1.0
h3421,21563.6,0.565,0.448,1.0
h3422,21633.7,0.507,0.463,1.0
h3423,21506.1,0.513,0.361,1.0
h3424,20827.7,0.493,0.314,1.0
h3425,18300.9,0.55,0.242,1.0
h3426,19752.2,0.359,0.14,1.0
h3427,18286.3,0.335,0.0,1.0
h3428,18431.8,0.445,0.0,1.0
h3429,17025.0,0.273,0.044,1.0
h3430,17043.2,0.544,0.035,1.0
h3431,16206.4,0.543,0.006,1.0
h3432,16778.9,0.411,0.0,1.0
h3433,16191.9,0.415,0.075,1.0
h3434,15963.0,0.439,0.0,1.0
h3435,18300.1,0.449,0.0,1.0
h3436,17774.2,0.455,0.0,1.0
h3437,18199.7,0.489,0.011,1.0
h3438,17444.6,0.431,0.012,1.0
h3439,18154.1,0.52,0.029,1.0
h3440,20079.6,0.48,0.091,1.0
h3441,20515.3,0.396,0.219,1.0
h3442,20312.6,0.551,0.384,1.0
h3443,21141.7,0.336,0.402,1.0
h3444,22326.0,0.437,0.435,1.0
h3445,21433.1,0.521,0.427,1.0
h3446,19589.6,0.386,0.455,1.0
h3447,19864.6,0.469,0.425,1.0
h3448,18620.5,0.487,0.348,1.0
h3449,18167.7,0.375,0.22,1.0
h3450,17312.8,0.438,0.128,1.0
h3451,16433.1,0.431,0.05,1.0
h3452,15041.1,0.399,0.032,1.0
h3453,15280.4,0.628,0.0,1.0
h3454,14420.2,0.382,0.0,1.0
h3455,12191.6,0.524,0.009,1.0
h3456,16043.5,0.412,0.024,1.0
h3457,15343.4,0.356,0.0,1.0
