'demand' 'cf_wind' 'cf_solar' 'cf_gas' 'co2_gas'
h2303 12896.4 0.506 0.000 1.0 0.400
h2304 14358.6 0.388 0.014 1.0 0.400
h2305 14226.7 0.535 0.000 1.0 0.400
h2306 13292.0 0.454 0.063 1.0 0.400
h2307 13197.2 0.514 0.004 1.0 0.400
h2308 16051.9 0.444 0.000 1.0 0.400
h2309 16346.4 0.552 0.000 1.0 0.400
h2310 17846.3 0.353 0.000 1.0 0.400
h2311 16249.3 0.481 0.025 1.0 0.400
h2312 17754.2 0.452 0.192 1.0 0.400
h2313 18071.7 0.477 0.396 1.0 0.400
h2314 17779.0 0.506 0.485 1.0 0.400
h2315 21111.7 0.633 0.667 1.0 0.400
h2316 18681.5 0.578 0.727 1.0 0.400
h2317 19056.4 0.581 0.771 1.0 0.400
h2318 18346.1 0.483 0.790 1.0 0.400
h2319 18462.5 0.586 0.641 1.0 0.400
h2320 18621.0 0.475 0.539 1.0 0.400
h2321 16949.2 0.514 0.368 1.0 0.400
h2322 16239.8 0.541 0.194 1.0 0.400
h2323 15687.2 0.368 0.031 1.0 0.400
h2324 15888.5 0.424 0.000 1.0 0.400
h2325 14022.3 0.504 0.035 1.0 0.400
h2326 14825.3 0.438 0.000 1.0 0.400
h2327 14067.8 0.625 0.000 1.0 0.400
h2328 13238.3 0.562 0.000 1.0 0.400
h2329 12679.9 0.463 0.000 1.0 0.400
h2330 14143.5 0.574 0.040 1.0 0.400
h2331 14536.4 0.695 0.076 1.0 0.400
h2332 15875.0 0.376 0.006 1.0 0.400
h2333 16435.4 0.513 0.000 1.0 0.400
h2334 16449.2 0.523 0.003 1.0 0.400
h2335 18936.6 0.577 0.085 1.0 0.400
h2336 18970.9 0.470 0.182 1.0 0.400
h2337 19915.1 0.595 0.478 1.0 0.400
h2338 19741.4 0.521 0.512 1.0 0.400
h2339 20471.9 0.560 0.646 1.0 0.400
h2340 19772.1 0.631 0.754 1.0 0.400
h2341 22187.8 0.449 0.696 1.0 0.400
h2342 21128.4 0.423 0.736 1.0 0.400
h2343 19569.8 0.399 0.600 1.0 0.400
h2344 19480.4 0.719 0.564 1.0 0.400
h2345 19701.6 0.519 0.362 1.0 0.400
h2346 17947.9 0.470 0.193 1.0 0.400
h2347 17283.5 0.641 0.000 1.0 0.400
h2348 16807.0 0.725 0.009 1.0 0.400
h2349 14865.2 0.567 0.004 1.0 0.400
h2350 16407.3 0.450 0.000 1.0 0.400
h2351 15648.1 0.360 0.018 1.0 0.400
h2352 15202.1 0.496 0.052 1.0 0.400
h2353 15431.9 0.454 0.000 1.0 0.400
h2354 15396.5 0.367 0.029 1.0 0.400
h2355 15142.5 0.618 0.005 1.0 0.400
h2356 16084.7 0.578 0.000 1.0 0.400
h2357 18158.5 0.470 0.054 1.0 0.400
h2358 18209.7 0.427 0.000 1.0 0.400
h2359 19399.8 0.590 0.000 1.0 0.400
h2360 19406.8 0.314 0.276 1.0 0.400
h2361 20929.0 0.510 0.338 1.0 0.400
h2362 22189.9 0.544 0.586 1.0 0.400
h2363 22644.3 0.547 0.620 1.0 0.400
h2364 22270.0 0.394 0.750 1.0 0.400
h2365 21489.8 0.501 0.726 1.0 0.400
h2366 21755.8 0.453 0.721 1.0 0.400
h2367 20825.0 0.447 0.636 1.0 0.400
h2368 19785.1 0.625 0.546 1.0 0.400
h2369 18623.5 0.520 0.275 1.0 0.400
h2370 19604.8 0.624 0.180 1.0 0.400
h2371 18289.1 0.607 0.011 1.0 0.400
h2372 17582.4 0.651 0.000 1.0 0.400
h2373 17480.6 0.553 0.015 1.0 0.400
h2374 15839.6 0.579 0.013 1.0 0.400
h2375 17027.8 0.424 0.000 1.0 0.400
h2376 16838.6 0.494 0.000 1.0 0.400
h2377 15712.4 0.457 0.024 1.0 0.400
h2378 17793.2 0.519 0.044 1.0 0.400
h2379 16244.9 0.468 0.000 1.0 0.400
h2380 18072.9 0.451 0.000 1.0 0.400
h2381 18531.3 0.529 0.004 1.0 0.400
h2382 19507.7 0.448 0.000 1.0 0.400
h2383 19975.4 0.521 0.000 1.0 0.400
h2384 20737.7 0.592 0.203 1.0 0.400
h2385 21499.9 0.678 0.367 1.0 0.400
h2386 22852.0 0.575 0.540 1.0 0.400
h2387 21718.6 0.560 0.633 1.0 0.400
h2388 21716.9 0.510 0.757 1.0 0.400
h2389 23744.6 0.619 0.693 1.0 0.400
h2390 22765.7 0.467 0.673 1.0 0.400
h2391 22611.5 0.540 0.661 1.0 0.400
h2392 21044.5 0.541 0.523 1.0 0.400
h2393 21473.2 0.573 0.430 1.0 0.400
h2394 19288.6 0.561 0.225 1.0 0.400
h2395 18236.1 0.480 0.000 1.0 0.400
h2396 18600.2 0.605 0.005 1.0 0.400
h2397 18591.6 0.474 0.048 1.0 0.400
h2398 15437.5 0.600 0.000 1.0 0.400
h2399 16016.7 0.444 0.021 1.0 0.400
h2400 16449.9 0.463 0.000 1.0 0.400
h2401 17179.4 0.680 0.000 1.0 0.400
h2402 17166.3 0.685 0.000 1.0 0.400
h2403 17490.3 0.451 0.000 1.0 0.400
h2404 18405.3 0.538 0.000 1.0 0.400
h2405 17873.7 0.513 0.049 1.0 0.400
h2406 19621.0 0.508 0.021 1.0 0.400
h2407 19393.0 0.501 0.049 1.0 0.400
h2408 22325.6 0.585 0.168 1.0 0.400
h2409 21598.2 0.449 0.329 1.0 0.400
h2410 20648.2 0.423 0.497 1.0 0.400
h2411 22260.7 0.536 0.652 1.0 0.400
h2412 23173.7 0.648 0.741 1.0 0.400
h2413 21523.9 0.461 0.763 1.0 0.400
h2414 22283.2 0.439 0.695 1.0 0.400
h2415 19822.8 0.604 0.631 1.0 0.400
h2416 20593.8 0.536 0.501 1.0 0.400
h2417 20311.8 0.359 0.382 1.0 0.400
h2418 18988.7 0.409 0.148 1.0 0.400
h2419 17699.5 0.538 0.000 1.0 0.400
h2420 18200.4 0.535 0.018 1.0 0.400
h2421 16780.9 0.697 0.005 1.0 0.400
h2422 16953.2 0.287 0.000 1.0 0.400
h2423 15724.6 0.447 0.000 1.0 0.400
h2424 16051.4 0.609 0.019 1.0 0.400
h2425 15565.6 0.512 0.009 1.0 0.400
h2426 16205.1 0.482 0.001 1.0 0.400
h2427 15958.8 0.547 0.000 1.0 0.400
h2428 17282.8 0.536 0.000 1.0 0.400
h2429 17701.2 0.577 0.002 1.0 0.400
h2430 19402.1 0.505 0.001 1.0 0.400
h2431 17967.9 0.447 0.000 1.0 0.400
h2432 20268.4 0.616 0.195 1.0 0.400
h2433 20154.3 0.571 0.370 1.0 0.400
h2434 20519.8 0.424 0.570 1.0 0.400
h2435 22217.4 0.493 0.572 1.0 0.400
h2436 20919.5 0.587 0.684 1.0 0.400
h2437 21444.1 0.456 0.735 1.0 0.400
h2438 21617.8 0.538 0.694 1.0 0.400
h2439 19493.9 0.393 0.622 1.0 0.400
h2440 18228.4 0.426 0.493 1.0 0.400
h2441 17715.7 0.562 0.392 1.0 0.400
h2442 17762.5 0.476 0.227 1.0 0.400
h2443 16326.7 0.548 0.013 1.0 0.400
h2444 16623.9 0.465 0.073 1.0 0.400
h2445 16980.2 0.538 0.021 1.0 0.400
h2446 13887.2 0.425 0.006 1.0 0.400
h2447 14023.4 0.459 0.000 1.0 0.400
h2448 15504.1 0.516 0.000 1.0 0.400
h2449 13736.3 0.540 0.001 1.0 0.400
h2450 13771.1 0.621 0.000 1.0 0.400
h2451 13456.2 0.683 0.069 1.0 0.400
h2452 18635.5 0.558 0.000 1.0 0.400
h2453 17522.0 0.585 0.008 1.0 0.400
h2454 17766.8 0.533 0.000 1.0 0.400
h2455 16987.0 0.523 0.000 1.0 0.400
h2456 17080.4 0.458 0.217 1.0 0.400
h2457 18997.4 0.503 0.355 1.0 0.400
h2458 20293.9 0.507 0.558 1.0 0.400
h2459 19840.4 0.552 0.628 1.0 0.400
h2460 19579.1 0.497 0.717 1.0 0.400
h2461 19536.8 0.411 0.788 1.0 0.400
h2462 19750.2 0.561 0.657 1.0 0.400
h2463 19961.9 0.476 0.627 1.0 0.400
h2464 17979.2 0.481 0.501 1.0 0.400
h2465 17549.7 0.479 0.377 1.0 0.400
h2466 17483.7 0.654 0.160 1.0 0.400
h2467 15577.5 0.477 0.000 1.0 0.400
h2468 15783.6 0.492 0.000 1.0 0.400
h2469 14145.1 0.407 0.012 1.0 0.400
h2470 14333.8 0.445 0.000 1.0 0.400
h2471 13608.6 0.179 0.006 1.0 0.400
h2472 12844.5 0.601 0.032 1.0 0.400
h2473 13347.5 0.425 0.000 1.0 0.400
h2474 13150.3 0.489 0.000 1.0 0.400
h2475 16407.5 0.496 0.000 1.0 0.400
h2476 14875.4 0.550 0.000 1.0 0.400
h2477 15812.4 0.465 0.000 1.0 0.400
h2478 16719.6 0.571 0.020 1.0 0.400
h2479 15677.3 0.371 0.010 1.0 0.400
h2480 20085.3 0.428 0.154 1.0 0.400
h2481 18550.4 0.594 0.311 1.0 0.400
h2482 19747.3 0.628 0.516 1.0 0.400
h2483 19120.3 0.505 0.607 1.0 0.400
h2484 20241.3 0.496 0.695 1.0 0.400
h2485 19048.4 0.589 0.729 1.0 0.400
h2486 18952.9 0.456 0.704 1.0 0.400
h2487 18927.6 0.552 0.660 1.0 0.400
h2488 17838.2 0.629 0.482 1.0 0.400
h2489 16736.2 0.374 0.377 1.0 0.400
h2490 17094.5 0.545 0.167 1.0 0.400
h2491 14519.2 0.589 0.004 1.0 0.400
h2492 13735.6 0.533 0.057 1.0 0.400
h2493 14768.4 0.449 0.007 1.0 0.400
h2494 14187.0 0.624 0.000 1.0 0.400
h2495 13764.6 0.518 0.016 1.0 0.400
h2496 14544.6 0.530 0.000 1.0 0.400
h2497 14477.8 0.412 0.000 1.0 0.400
h2498 14165.6 0.417 0.000 1.0 0.400
h2499 14892.0 0.596 0.000 1.0 0.400
h2500 15924.1 0.476 0.038 1.0 0.400
h2501 16688.2 0.486 0.000 1.0 0.400
h2502 16494.9 0.482 0.000 1.0 0.400
h2503 18595.0 0.474 0.001 1.0 0.400
h2504 16755.0 0.431 0.195 1.0 0.400
h2505 19870.2 0.492 0.399 1.0 0.400
h2506 19523.9 0.563 0.501 1.0 0.400
h2507 20019.5 0.354 0.635 1.0 0.400
h2508 20932.9 0.418 0.725 1.0 0.400
h2509 21140.9 0.445 0.770 1.0 0.400
h2510 20050.0 0.632 0.682 1.0 0.400
h2511 19445.1 0.320 0.597 1.0 0.400
h2512 18950.3 0.432 0.520 1.0 0.400
h2513 18532.4 0.450 0.354 1.0 0.400
h2514 18252.9 0.477 0.203 1.0 0.400
h2515 18121.2 0.549 0.016 1.0 0.400
h2516 16088.2 0.616 0.004 1.0 0.400
h2517 15547.1 0.475 0.026 1.0 0.400
h2518 15531.9 0.443 0.000 1.0 0.400
h2519 14196.9 0.447 0.000 1.0 0.400
h2520 14863.0 0.582 0.000 1.0 0.400
h2521 15574.9 0.483 0.000 1.0 0.400
h2522 15686.0 0.435 0.000 1.0 0.400
h2523 16089.9 0.484 0.000 1.0 0.400
h2524 16897.1 0.357 0.000 1.0 0.400
h2525 19103.7 0.442 0.006 1.0 0.400
h2526 19396.8 0.548 0.000 1.0 0.400
h2527 18132.0 0.485 0.000 1.0 0.400
h2528 19860.1 0.530 0.168 1.0 0.400
h2529 22573.6 0.522 0.307 1.0 0.400
h2530 20063.9 0.282 0.503 1.0 0.400
h2531 22757.1 0.623 0.661 1.0 0.400
h2532 19958.3 0.539 0.705 1.0 0.400
h2533 22419.7 0.430 0.767 1.0 0.400
h2534 20383.6 0.604 0.683 1.0 0.400
h2535 20216.2 0.482 0.621 1.0 0.400
h2536 19302.4 0.603 0.471 1.0 0.400
h2537 20148.4 0.474 0.342 1.0 0.400
h2538 19762.1 0.453 0.208 1.0 0.400
h2539 19467.6 0.582 0.008 1.0 0.400
h2540 16638.1 0.441 0.025 1.0 0.400
h2541 16618.2 0.521 0.000 1.0 0.400
h2542 16112.2 0.497 0.000 1.0 0.400
h2543 16882.3 0.523 0.037 1.0 0.400
h2544 17032.8 0.355 0.033 1.0 0.400
h2545 15872.1 0.483 0.014 1.0 0.400
h2546 15713.6 0.565 0.029 1.0 0.400
h2547 17954.8 0.501 0.000 1.0 0.400
h2548 18104.3 0.470 0.000 1.0 0.400
h2549 18502.1 0.673 0.060 1.0 0.400
h2550 19726.9 0.530 0.010 1.0 0.400
h2551 19263.3 0.517 0.000 1.0 0.400
h2552 20383.4 0.504 0.153 1.0 0.400
h2553 21812.6 0.477 0.358 1.0 0.400
h2554 22932.0 0.465 0.464 1.0 0.400
h2555 22738.8 0.485 0.596 1.0 0.400
h2556 22195.4 0.427 0.717 1.0 0.400
h2557 22241.3 0.490 0.685 1.0 0.400
h2558 21825.1 0.519 0.710 1.0 0.400
h2559 21327.3 0.348 0.606 1.0 0.400
h2560 20694.9 0.542 0.469 1.0 0.400
h2561 19657.4 0.728 0.346 1.0 0.400
h2562 19076.1 0.532 0.181 1.0 0.400
h2563 18511.0 0.561 0.000 1.0 0.400
h2564 17474.3 0.399 0.025 1.0 0.400
h2565 17703.8 0.446 0.000 1.0 0.400
h2566 16798.4 0.554 0.009 1.0 0.400
h2567 17066.1 0.463 0.000 1.0 0.400
h2568 16958.5 0.394 0.022 1.0 0.400
h2569 17422.2 0.509 0.009 1.0 0.400
h2570 16014.7 0.514 0.000 1.0 0.400
h2571 17987.3 0.503 0.000 1.0 0.400
h2572 18418.2 0.540 0.000 1.0 0.400
h2573 20126.3 0.439 0.014 1.0 0.400
h2574 20009.9 0.571 0.000 1.0 0.400
h2575 20173.6 0.456 0.043 1.0 0.400
h2576 21715.2 0.480 0.146 1.0 0.400
h2577 21639.2 0.593 0.374 1.0 0.400
h2578 23824.0 0.659 0.504 1.0 0.400
h2579 21423.9 0.454 0.573 1.0 0.400
h2580 23049.5 0.715 0.722 1.0 0.400
h2581 22527.2 0.488 0.730 1.0 0.400
h2582 22421.7 0.443 0.647 1.0 0.400
h2583 19539.3 0.561 0.570 1.0 0.400
h2584 21418.2 0.403 0.504 1.0 0.400
h2585 20088.3 0.448 0.351 1.0 0.400
h2586 20013.7 0.362 0.244 1.0 0.400
h2587 17403.7 0.508 0.063 1.0 0.400
h2588 18651.7 0.502 0.003 1.0 0.400
h2589 17749.8 0.534 0.036 1.0 0.400
h2590 15257.2 0.646 0.000 1.0 0.400
h2591 16777.8 0.469 0.001 1.0 0.400
h2592 15357.0 0.468 0.000 1.0 0.400
h2593 16715.8 0.589 0.004 1.0 0.400
h2594 17215.5 0.359 0.000 1.0 0.400
h2595 16892.2 0.532 0.035 1.0 0.400
h2596 16946.9 0.321 0.022 1.0 0.400
h2597 17633.1 0.447 0.010 1.0 0.400
h2598 18847.9 0.576 0.000 1.0 0.400
h2599 19425.4 0.438 0.009 1.0 0.400
h2600 19263.0 0.589 0.171 1.0 0.400
h2601 19056.6 0.523 0.314 1.0 0.400
h2602 20224.7 0.455 0.490 1.0 0.400
h2603 23101.8 0.436 0.552 1.0 0.400
h2604 20982.6 0.573 0.666 1.0 0.400
h2605 20504.7 0.449 0.691 1.0 0.400
h2606 19366.3 0.614 0.699 1.0 0.400
h2607 19919.2 0.519 0.570 1.0 0.400
h2608 18779.6 0.518 0.508 1.0 0.400
h2609 19582.1 0.329 0.344 1.0 0.400
h2610 17495.6 0.588 0.203 1.0 0.400
h2611 15917.0 0.614 0.032 1.0 0.400
h2612 16297.3 0.606 0.063 1.0 0.400
h2613 16088.4 0.391 0.000 1.0 0.400
h2614 17037.2 0.548 0.013 1.0 0.400
h2615 15265.7 0.485 0.000 1.0 0.400
h2616 15249.8 0.540 0.069 1.0 0.400
h2617 13669.7 0.464 0.000 1.0 0.400
h2618 13705.2 0.562 0.004 1.0 0.400
h2619 14653.7 0.589 0.020 1.0 0.400
h2620 14933.2 0.508 0.000 1.0 0.400
h2621 17597.4 0.313 0.026 1.0 0.400
h2622 17779.8 0.549 0.003 1.0 0.400
h2623 17275.1 0.462 0.000 1.0 0.400
h2624 18788.5 0.355 0.192 1.0 0.400
h2625 19294.8 0.311 0.393 1.0 0.400
h2626 18066.3 0.524 0.530 1.0 0.400
h2627 19351.5 0.557 0.638 1.0 0.400
h2628 19873.1 0.600 0.646 1.0 0.400
h2629 21781.3 0.380 0.706 1.0 0.400
h2630 18807.2 0.520 0.676 1.0 0.400
h2631 20110.5 0.610 0.569 1.0 0.400
h2632 19475.9 0.356 0.494 1.0 0.400
h2633 17431.6 0.505 0.339 1.0 0.400
h2634 16434.6 0.525 0.214 1.0 0.400
h2635 15180.1 0.365 0.043 1.0 0.400
h2636 15221.6 0.430 0.000 1.0 0.400
h2637 14457.4 0.430 0.000 1.0 0.400
h2638 15559.2 0.533 0.019 1.0 0.400
h2639 14241.2 0.572 0.047 1.0 0.400
h2640 14760.1 0.583 0.005 1.0 0.400
h2641 12851.5 0.477 0.018 1.0 0.400
h2642 12881.2 0.486 0.000 1.0 0.400
h2643 13431.6 0.465 0.000 1.0 0.400
h2644 15606.3 0.312 0.010 1.0 0.400
h2645 15717.6 0.437 0.018 1.0 0.400
h2646 16518.1 0.400 0.000 1.0 0.400
h2647 18819.7 0.523 0.011 1.0 0.400
h2648 19416.6 0.443 0.179 1.0 0.400
h2649 18676.9 0.427 0.319 1.0 0.400
h2650 20246.5 0.549 0.460 1.0 0.400
h2651 19728.7 0.418 0.561 1.0 0.400
h2652 19107.1 0.458 0.691 1.0 0.400
h2653 19156.5 0.622 0.718 1.0 0.400
h2654 19318.7 0.552 0.633 1.0 0.400
h2655 19386.6 0.624 0.567 1.0 0.400
h2656 18058.3 0.443 0.474 1.0 0.400
h2657 17118.6 0.477 0.324 1.0 0.400
h2658 16505.8 0.505 0.141 1.0 0.400
h2659 16290.6 0.548 0.000 1.0 0.400
h2660 14380.8 0.622 0.000 1.0 0.400
h2661 13482.3 0.545 0.000 1.0 0.400
h2662 14047.9 0.480 0.000 1.0 0.400
h2663 14177.0 0.480 0.008 1.0 0.400
h2664 14038.8 0.532 0.031 1.0 0.400
h2665 15510.6 0.561 0.012 1.0 0.400
h2666 13841.6 0.480 0.000 1.0 0.400
h2667 13952.6 0.542 0.000 1.0 0.400
h2668 15549.6 0.419 0.000 1.0 0.400
h2669 16606.6 0.552 0.000 1.0 0.400
h2670 17892.0 0.418 0.000 1.0 0.400
h2671 17691.0 0.508 0.027 1.0 0.400
h2672 19755.1 0.456 0.153 1.0 0.400
h2673 18154.9 0.582 0.350 1.0 0.400
h2674 19059.8 0.576 0.478 1.0 0.400
h2675 20252.5 0.440 0.589 1.0 0.400
h2676 20176.2 0.505 0.643 1.0 0.400
h2677 20144.1 0.587 0.679 1.0 0.400
h2678 21210.3 0.556 0.654 1.0 0.400
h2679 20351.9 0.529 0.572 1.0 0.400
h2680 19952.8 0.327 0.498 1.0 0.400
h2681 16752.3 0.470 0.325 1.0 0.400
h2682 15827.0 0.408 0.095 1.0 0.400
h2683 16762.0 0.497 0.057 1.0 0.400
h2684 16726.8 0.539 0.022 1.0 0.400
h2685 14853.4 0.553 0.011 1.0 0.400
h2686 14693.5 0.418 0.037 1.0 0.400
h2687 14897.8 0.433 0.025 1.0 0.400
h2688 15162.7 0.498 0.017 1.0 0.400
h2689 15566.1 0.479 0.000 1.0 0.400
h2690 15760.7 0.400 0.036 1.0 0.400
h2691 16517.8 0.486 0.000 1.0 0.400
h2692 17817.2 0.447 0.000 1.0 0.400
h2693 16856.2 0.541 0.000 1.0 0.400
h2694 17968.3 0.350 0.007 1.0 0.400
h2695 19459.0 0.530 0.039 1.0 0.400
h2696 20615.0 0.407 0.197 1.0 0.400
h2697 20451.8 0.434 0.348 1.0 0.400
h2698 20030.5 0.488 0.535 1.0 0.400
h2699 21612.8 0.392 0.560 1.0 0.400
h2700 20952.6 0.444 0.670 1.0 0.400
h2701 22579.8 0.516 0.675 1.0 0.400
h2702 20629.1 0.698 0.633 1.0 0.400
h2703 21226.9 0.389 0.586 1.0 0.400
h2704 19529.6 0.448 0.420 1.0 0.400
h2705 20939.2 0.536 0.281 1.0 0.400
h2706 19264.2 0.526 0.169 1.0 0.400
h2707 17066.5 0.500 0.033 1.0 0.400
h2708 18661.0 0.325 0.000 1.0 0.400
h2709 17759.8 0.427 0.009 1.0 0.400
h2710 15366.7 0.363 0.000 1.0 0.400
h2711 16163.7 0.563 0.024 1.0 0.400
h2712 16214.0 0.497 0.000 1.0 0.400
h2713 17423.6 0.532 0.014 1.0 0.400
h2714 16587.3 0.455 0.051 1.0 0.400
h2715 16486.5 0.416 0.041 1.0 0.400
h2716 16919.1 0.562 0.007 1.0 0.400
h2717 18608.8 0.383 0.000 1.0 0.400
h2718 18898.8 0.522 0.000 1.0 0.400
h2719 20021.5 0.470 0.030 1.0 0.400
h2720 22847.6 0.505 0.162 1.0 0.400
h2721 21956.3 0.542 0.343 1.0 0.400
h2722 21490.4 0.548 0.455 1.0 0.400
h2723 21006.8 0.589 0.536 1.0 0.400
h2724 25000.0 0.585 0.656 1.0 0.400
h2725 21667.9 0.490 0.637 1.0 0.400
h2726 21596.3 0.618 0.631 1.0 0.400
h2727 21816.2 0.559 0.548 1.0 0.400
h2728 21920.3 0.400 0.456 1.0 0.400
h2729 20201.8 0.468 0.261 1.0 0.400
h2730 18965.7 0.317 0.162 1.0 0.400
h2731 18945.5 0.570 0.000 1.0 0.400
h2732 16499.0 0.620 0.000 1.0 0.400
h2733 17763.2 0.628 0.000 1.0 0.400
h2734 17197.8 0.695 0.009 1.0 0.400
h2735 16150.2 0.540 0.000 1.0 0.400
h2736 16158.0 0.532 0.008 1.0 0.400
h2737 18062.2 0.382 0.014 1.0 0.400
h2738 17534.4 0.550 0.015 1.0 0.400
h2739 17564.5 0.458 0.025 1.0 0.400
h2740 17677.4 0.397 0.029 1.0 0.400
h2741 18630.8 0.376 0.023 1.0 0.400
h2742 18839.3 0.407 0.000 1.0 0.400
h2743 20543.8 0.591 0.000 1.0 0.400
h2744 21241.6 0.506 0.122 1.0 0.400
h2745 21380.5 0.490 0.314 1.0 0.400
h2746 20642.7 0.468 0.480 1.0 0.400
h2747 21856.4 0.586 0.558 1.0 0.400
h2748 21458.8 0.601 0.647 1.0 0.400
h2749 21589.1 0.641 0.696 1.0 0.400
h2750 21256.2 0.519 0.658 1.0 0.400
h2751 20391.2 0.457 0.567 1.0 0.400
h2752 20350.1 0.518 0.489 1.0 0.400
h2753 20110.2 0.574 0.321 1.0 0.400
h2754 18458.0 0.537 0.170 1.0 0.400
h2755 17637.5 0.457 0.000 1.0 0.400
h2756 18279.7 0.605 0.000 1.0 0.400
h2757 16436.0 0.402 0.000 1.0 0.400
h2758 15195.3 0.450 0.035 1.0 0.400
h2759 15881.7 0.716 0.000 1.0 0.400
h2760 14925.2 0.489 0.000 1.0 0.400
h2761 15238.2 0.577 0.000 1.0 0.400
h2762 16072.0 0.382 0.016 1.0 0.400
h2763 15647.2 0.474 0.000 1.0 0.400
h2764 17417.0 0.459 0.000 1.0 0.400
h2765 15099.3 0.422 0.036 1.0 0.400
h2766 18192.3 0.524 0.006 1.0 0.400
h2767 20249.2 0.441 0.000 1.0 0.400
h2768 21767.2 0.434 0.154 1.0 0.400
h2769 20018.2 0.550 0.309 1.0 0.400
h2770 21869.9 0.606 0.515 1.0 0.400
h2771 21781.8 0.623 0.567 1.0 0.400
h2772 21026.9 0.366 0.617 1.0 0.400
h2773 20702.4 0.601 0.651 1.0 0.400
h2774 19745.3 0.411 0.605 1.0 0.400
h2775 20776.5 0.464 0.548 1.0 0.400
h2776 19085.7 0.414 0.466 1.0 0.400
h2777 18581.0 0.497 0.293 1.0 0.400
h2778 17353.6 0.412 0.173 1.0 0.400
h2779 16839.2 0.447 0.030 1.0 0.400
h2780 16317.2 0.464 0.000 1.0 0.400
h2781 14572.3 0.423 0.001 1.0 0.400
h2782 16486.3 0.604 0.010 1.0 0.400
h2783 13410.9 0.468 0.065 1.0 0.400
h2784 14549.3 0.462 0.010 1.0 0.400
h2785 15532.2 0.553 0.000 1.0 0.400
h2786 15550.2 0.517 0.000 1.0 0.400
h2787 14484.7 0.445 0.000 1.0 0.400
h2788 16361.3 0.576 0.042 1.0 0.400
h2789 16798.8 0.477 0.007 1.0 0.400
h2790 16923.2 0.509 0.005 1.0 0.400
h2791 17295.8 0.422 0.000 1.0 0.400
h2792 18411.6 0.439 0.160 1.0 0.400
h2793 19889.6 0.469 0.368 1.0 0.400
h2794 20247.5 0.356 0.437 1.0 0.400
h2795 18882.1 0.549 0.589 1.0 0.400
h2796 20445.9 0.529 0.627 1.0 0.400
h2797 20040.9 0.517 0.670 1.0 0.400
h2798 19977.1 0.545 0.634 1.0 0.400
h2799 18938.3 0.500 0.518 1.0 0.400
h2800 18432.4 0.417 0.451 1.0 0.400
h2801 18377.4 0.556 0.357 1.0 0.400
h2802 16856.3 0.498 0.180 1.0 0.400
h2803 16520.7 0.432 0.001 1.0 0.400
h2804 15543.8 0.488 0.037 1.0 0.400
h2805 14470.9 0.518 0.000 1.0 0.400
h2806 13098.2 0.574 0.014 1.0 0.400
h2807 13869.9 0.478 0.000 1.0 0.400
h2808 13812.9 0.280 0.000 1.0 0.400
h2809 14269.3 0.454 0.000 1.0 0.400
h2810 13965.8 0.563 0.000 1.0 0.400
h2811 13323.4 0.513 0.000 1.0 0.400
h2812 15367.1 0.610 0.018 1.0 0.400
h2813 16427.8 0.484 0.026 1.0 0.400
h2814 16518.4 0.522 0.047 1.0 0.400
h2815 18186.2 0.462 0.054 1.0 0.400
h2816 17141.9 0.409 0.231 1.0 0.400
h2817 17442.0 0.337 0.271 1.0 0.400
h2818 19233.7 0.531 0.450 1.0 0.400
h2819 18978.9 0.537 0.544 1.0 0.400
h2820 19771.1 0.460 0.634 1.0 0.400
h2821 19306.2 0.596 0.596 1.0 0.400
h2822 19006.2 0.481 0.645 1.0 0.400
h2823 18288.3 0.491 0.551 1.0 0.400
h2824 18495.7 0.504 0.454 1.0 0.400
h2825 16874.1 0.403 0.277 1.0 0.400
h2826 15612.9 0.549 0.198 1.0 0.400
h2827 16325.4 0.513 0.000 1.0 0.400
h2828 13703.0 0.403 0.000 1.0 0.400
h2829 13952.6 0.515 0.026 1.0 0.400
h2830 13358.3 0.424 0.025 1.0 0.400
h2831 12551.2 0.540 0.001 1.0 0.400
h2832 13328.8 0.335 0.000 1.0 0.400
h2833 13785.2 0.591 0.023 1.0 0.400
h2834 13570.7 0.526 0.000 1.0 0.400
h2835 15882.0 0.473 0.000 1.0 0.400
h2836 15682.0 0.463 0.000 1.0 0.400
h2837 16530.7 0.598 0.005 1.0 0.400
h2838 15636.3 0.463 0.000 1.0 0.400
h2839 18411.9 0.589 0.052 1.0 0.400
h2840 18333.9 0.717 0.156 1.0 0.400
h2841 18817.0 0.355 0.286 1.0 0.400
h2842 20468.8 0.429 0.393 1.0 0.400
h2843 20184.9 0.514 0.532 1.0 0.400
h2844 20684.2 0.417 0.585 1.0 0.400
h2845 18722.7 0.460 0.663 1.0 0.400
h2846 20148.6 0.455 0.614 1.0 0.400
h2847 19239.7 0.555 0.534 1.0 0.400
h2848 19007.8 0.393 0.403 1.0 0.400
h2849 17890.3 0.439 0.282 1.0 0.400
h2850 17462.4 0.452 0.196 1.0 0.400
h2851 17568.1 0.394 0.021 1.0 0.400
h2852 15077.6 0.491 0.001 1.0 0.400
h2853 15370.7 0.492 0.000 1.0 0.400
h2854 15146.3 0.456 0.000 1.0 0.400
h2855 14320.8 0.609 0.021 1.0 0.400
h2856 17541.6 0.470 0.015 1.0 0.400
h2857 15045.5 0.512 0.000 1.0 0.400
h2858 14907.9 0.466 0.006 1.0 0.400
h2859 17644.2 0.537 0.020 1.0 0.400
h2860 16594.2 0.473 0.000 1.0 0.400
